Animal,Corte,Grupo,Region,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
CL1,4,CL,CA3,1712,47.652,48.416,47.652,48.416,561.495,55.936,38.969,57.815,0.068,1.435,0.697,0.449
CL1,4,CL,CA3,1513,49.862,49.013,49.862,49.013,381.245,81.815,23.546,137.184,0.131,3.475,0.288,0.613
CL1,4,CL,CA3,2162,47.85,67.625,47.85,67.625,554.767,100.965,27.264,123.484,0.088,3.703,0.27,0.486
CL1,4,CL,CA3,953,46.606,61.002,46.606,61.002,126.953,38.141,31.814,162.38,0.743,1.199,0.834,0.887
CL1,4,CL,CA3,734,60.33,63.609,60.33,63.609,129.095,44.776,20.872,112.077,0.553,2.145,0.466,0.831
CL1,1,CL,GD,767,46.706,40.607,46.706,40.607,213.078,39.095,24.979,23.636,0.212,1.565,0.639,0.646
CL1,1,CL,GD,971,37.161,34.388,37.161,34.388,307.061,52.57,23.518,3.818,0.129,2.235,0.447,0.549
CL1,1,CL,GD,908,56.685,34.615,56.685,34.615,164.551,37.414,30.9,81.824,0.421,1.211,0.826,0.727
CL1,1,CL,GD,583,18.155,36.615,18.155,36.615,98.811,33.954,21.862,60.553,0.75,1.553,0.644,0.907
CL1,1,CL,GD,1149,31.537,45.202,31.537,45.202,395.63,55.459,26.379,76.522,0.092,2.102,0.476,0.437
CL1,1,CL,GD,474,32.146,45.186,32.146,45.186,116.569,32.033,18.841,71.926,0.438,1.7,0.588,0.707
CL1,1,CL,GD,721,30.12,32.027,30.12,32.027,156.794,35.098,26.155,74.551,0.369,1.342,0.745,0.719
CL1,1,CL,GD,697,36.134,44.018,36.134,44.018,120.267,40.806,21.748,62.274,0.606,1.876,0.533,0.861
CL1,1,CL,GD,878,44.884,37.999,44.884,37.999,359.103,55.142,20.273,14.382,0.086,2.72,0.368,0.403
CL1,1,CL,GD,1154,56.34,42.036,56.34,42.036,432.558,53.729,27.347,62.168,0.078,1.965,0.509,0.427
CL1,1,CL,GD,944,48.57,37.679,48.57,37.679,288.777,54.781,21.941,74.499,0.142,2.497,0.401,0.527
CL1,1,CL,GD,1309,46.568,34.413,46.568,34.413,397.446,52.747,31.597,132.857,0.104,1.669,0.599,0.453
CL1,1,CL,GD,920,40.24,36.823,40.24,36.823,214.35,65.18,17.971,71.739,0.252,3.627,0.276,0.651
CL1,1,CL,GD,615,43.378,39.533,43.378,39.533,219.321,33.213,23.577,88.644,0.161,1.409,0.71,0.531
CL1,1,CL,GD,1235,48.099,49.092,48.099,49.092,297.505,71.34,22.042,59.69,0.175,3.237,0.309,0.474
CL1,2,CL,GD,807,31.993,35.687,31.993,35.687,222.007,34.453,29.824,19.442,0.206,1.155,0.866,0.482
CL1,2,CL,GD,1262,42.451,41.09,42.451,41.09,438.056,47.901,33.545,72.401,0.083,1.428,0.7,0.468
CL1,2,CL,GD,2262,45.34,53.981,45.34,53.981,846.212,58.709,49.057,58.093,0.04,1.197,0.836,0.438
CL1,2,CL,GD,1010,44.952,35.394,44.952,35.394,242.291,62.64,20.53,176.121,0.216,3.051,0.328,0.573
CL1,2,CL,GD,1086,43.341,45.294,43.341,45.294,209.279,66.133,20.909,68.077,0.312,3.163,0.316,0.695
CL1,2,CL,GD,1360,36.031,49.65,36.031,49.65,478.482,46.159,37.514,104.743,0.075,1.23,0.813,0.447
CL1,2,CL,GD,1134,25.526,51.809,25.526,51.809,256.635,69.653,20.729,119.423,0.216,3.36,0.298,0.579
CL1,2,CL,GD,517,27.094,22.763,27.094,22.763,99.397,35.112,18.748,117.196,0.658,1.873,0.534,0.885
CL1,2,CL,GD,608,33,34.819,33,34.819,241.563,37.033,20.904,93.556,0.131,1.772,0.564,0.467
CL1,2,CL,GD,1211,41.583,41.138,41.583,41.138,456.884,52.369,29.443,33.985,0.073,1.779,0.562,0.413
CL1,2,CL,GD,1000,40.923,40.49,40.923,40.49,332.96,40.536,31.41,53.826,0.113,1.291,0.775,0.531
CL1,2,CL,GD,1040,33.604,52.298,33.604,52.298,208.794,71.778,18.448,78.31,0.3,3.891,0.257,0.661
CL1,2,CL,GD,652,37.661,34.587,37.661,34.587,109.983,40.769,20.362,118.389,0.677,2.002,0.499,0.913
CL1,2,CL,GD,618,43.796,36.684,43.796,36.684,250.777,34.629,22.723,81.533,0.123,1.524,0.656,0.454
CL1,2,CL,GD,524,44.134,32.13,44.134,32.13,143.338,31.029,21.502,142.241,0.32,1.443,0.693,0.643
CL1,3,CL,GD,1743,36.642,72.5,36.642,72.5,317.747,76.62,28.964,85.584,0.217,2.645,0.378,0.675
CL1,3,CL,GD,1707,57.837,87.435,57.837,87.435,533.754,53.534,40.599,42.745,0.075,1.319,0.758,0.383
CL1,3,CL,GD,983,40.372,52.33,40.372,52.33,291.505,44.828,27.92,132.969,0.145,1.606,0.623,0.572
CL1,3,CL,GD,1032,46.214,70.297,46.214,70.297,321.688,45.2,29.071,106.292,0.125,1.555,0.643,0.515
CL1,3,CL,GD,1211,49.144,71,49.144,71,417.044,56.187,27.442,159.653,0.087,2.047,0.488,0.376
CL1,3,CL,GD,781,52.824,43.82,52.824,43.82,197.522,43.287,22.972,50.697,0.252,1.884,0.531,0.68
CL1,3,CL,GD,519,49.467,28.384,49.467,28.384,177.622,41.53,15.912,117.081,0.207,2.61,0.383,0.551
CL1,3,CL,GD,1529,42.847,45.49,42.847,45.49,340.718,77.027,25.274,127.435,0.166,3.048,0.328,0.569
CL1,3,CL,GD,1559,40.166,54.191,40.166,54.191,421.914,53.549,37.069,147.556,0.11,1.445,0.692,0.57
CL1,3,CL,GD,1662,35.514,44.463,35.514,44.463,452.156,58.555,36.139,104.522,0.102,1.62,0.617,0.637
CL1,3,CL,GD,946,34.166,39.856,34.166,39.856,322.818,55.012,21.895,68.714,0.114,2.513,0.398,0.407
CL1,3,CL,GD,503,49.216,34.476,49.216,34.476,193.279,50.467,12.69,95.596,0.169,3.977,0.251,0.657
CL1,3,CL,GD,870,39.287,30.569,39.287,30.569,278.291,36.765,30.13,41.987,0.141,1.22,0.82,0.516
CL1,3,CL,GD,924,36.144,34.701,36.144,34.701,223.279,48.629,24.193,92.958,0.233,2.01,0.497,0.536
CL1,3,CL,GD,1675,61.625,36.675,61.625,36.675,274.978,87.595,24.347,134.836,0.278,3.598,0.278,0.597
CL1,4,CL,GD,1294,54.891,45.381,54.891,45.381,372.759,62.221,26.479,28.217,0.117,2.35,0.426,0.538
CL1,4,CL,GD,1117,46.093,40.564,46.093,40.564,396.257,45.968,30.939,71.671,0.089,1.486,0.673,0.578
CL1,4,CL,GD,984,28.918,42.187,28.918,42.187,261.22,67.815,18.475,67.299,0.181,3.671,0.272,0.577
CL1,4,CL,GD,438,26.952,33.644,26.952,33.644,97.397,30.919,18.037,32.125,0.58,1.714,0.583,0.853
CL1,4,CL,GD,852,31.142,33.383,31.142,33.383,152.167,58.454,18.558,61.102,0.462,3.15,0.317,0.842
CL1,4,CL,GD,1360,59.318,38.388,59.318,38.388,401.044,66.125,26.187,178.581,0.106,2.525,0.396,0.47
CL1,4,CL,GD,698,40.093,25.61,40.093,25.61,125.539,37.147,23.925,146.107,0.557,1.553,0.644,0.789
CL1,4,CL,GD,807,34.042,36.576,34.042,36.576,274.191,50.109,20.505,136.144,0.135,2.444,0.409,0.526
CL1,4,CL,GD,1236,30.031,48.814,30.031,48.814,401.772,63.134,24.927,107.72,0.096,2.533,0.395,0.595
CL1,4,CL,GD,650,22.432,27.451,22.432,27.451,223.078,32.17,25.726,30.603,0.164,1.251,0.8,0.551
CL1,4,CL,GD,793,32.11,27.035,32.11,27.035,158.853,38.607,26.152,97.123,0.395,1.476,0.677,0.789
CL1,4,CL,GD,1164,34.424,30.81,34.424,30.81,325.789,45.253,32.75,176.671,0.138,1.382,0.724,0.538
CL1,4,CL,GD,668,24.534,23.519,24.534,23.519,117.882,35.174,24.181,55.073,0.604,1.455,0.687,0.876
CL1,4,CL,GD,955,32.791,22.092,32.791,22.092,296.434,51.987,23.389,15.33,0.137,2.223,0.45,0.44
CL1,4,CL,GD,1557,51.447,53.26,51.447,53.26,445.085,70.514,28.114,36.335,0.099,2.508,0.399,0.492
CL2,1,CL,CA1,1036,48.037,53.347,48.037,53.347,380.416,44.532,29.621,47.661,0.09,1.503,0.665,0.324
CL2,1,CL,CA1,985,47.489,59.784,47.489,59.784,237.664,50.543,24.813,65.667,0.219,2.037,0.491,0.562
CL2,1,CL,CA1,436,47.424,52.411,47.424,52.411,159.238,36.553,15.187,30.755,0.216,2.407,0.415,0.5
CL2,1,CL,CA1,2108,66.578,47.049,66.578,47.049,607.453,71.927,37.315,7.404,0.072,1.928,0.519,0.428
CL2,1,CL,CA1,752,41.108,58.5,41.108,58.5,146.752,53.952,17.747,145.751,0.439,3.04,0.329,0.771
CL2,1,CL,CA1,732,44.361,50.286,44.361,50.286,190.794,35.868,25.984,42.919,0.253,1.38,0.724,0.631
CL2,1,CL,CA1,734,38.268,44.713,38.268,44.713,234.007,48.528,19.258,44.912,0.168,2.52,0.397,0.519
CL2,1,CL,CA1,1368,52.689,45.168,52.689,45.168,264.049,64.104,27.171,6.538,0.247,2.359,0.424,0.569
CL2,1,CL,CA1,1779,48.871,53.447,48.871,53.447,388.902,61.617,36.761,104.015,0.148,1.676,0.597,0.475
CL2,1,CL,CA1,2292,56.589,60.348,56.589,60.348,648.548,83.202,35.074,46.66,0.068,2.372,0.422,0.542
CL2,1,CL,CA1,1632,57.376,48.299,57.376,48.299,429.387,60.731,34.215,176.368,0.111,1.775,0.563,0.479
CL2,1,CL,CA1,1256,54.94,52.639,54.94,52.639,317.446,48.091,33.253,119.446,0.157,1.446,0.691,0.523
CL2,1,CL,CA1,2015,43.209,67.964,43.209,67.964,557.495,70.378,36.454,68.493,0.081,1.931,0.518,0.418
CL2,1,CL,CA1,1441,56.765,43.918,56.765,43.918,427.044,67.202,27.302,11.96,0.099,2.461,0.406,0.448
CL2,1,CL,CA1,1439,59.897,47.046,59.897,47.046,342.375,52.497,34.901,56.325,0.154,1.504,0.665,0.592
CL2,2,CL,CA1,1438,54.142,53.455,54.142,53.455,262.877,77.402,23.655,59.553,0.261,3.272,0.306,0.633
CL2,2,CL,CA1,319,29.629,26.375,29.629,26.375,94.468,32.272,12.586,58.419,0.449,2.564,0.39,0.746
CL2,2,CL,CA1,309,33.629,23.361,33.629,23.361,105.983,33.235,11.838,55.83,0.346,2.808,0.356,0.585
CL2,2,CL,CA1,1381,42.255,51.675,42.255,51.675,434.014,52.706,33.361,97.796,0.092,1.58,0.633,0.433
CL2,2,CL,CA1,823,52.557,54.641,52.557,54.641,141.539,49.35,21.234,87.922,0.516,2.324,0.43,0.794
CL2,2,CL,CA1,1464,49.314,87.085,49.314,87.085,504.843,68.935,27.04,99.056,0.072,2.549,0.392,0.281
CL2,2,CL,CA1,1184,35.451,60.463,35.451,60.463,261.605,49.081,30.715,68.317,0.217,1.598,0.626,0.669
CL2,2,CL,CA1,1566,38.125,62.333,38.125,62.333,451.144,67.645,29.476,90.89,0.097,2.295,0.436,0.429
CL2,2,CL,CA1,629,44.634,55.821,44.634,55.821,134.267,39.912,20.066,117.915,0.438,1.989,0.503,0.76
CL2,2,CL,CA1,394,35.972,34.155,35.972,34.155,134.368,26.247,19.113,81.824,0.274,1.373,0.728,0.587
CL2,2,CL,CA1,894,45.621,44.983,45.621,44.983,267.706,50.251,22.652,66.72,0.157,2.218,0.451,0.443
CL2,2,CL,CA1,1310,37.941,41.429,37.941,41.429,307.647,57.554,28.98,49.772,0.174,1.986,0.504,0.569
CL2,2,CL,CA1,738,46.364,39.652,46.364,39.652,202.936,34.009,27.63,13.023,0.225,1.231,0.812,0.557
CL2,2,CL,CA1,1165,37.98,58.491,37.98,58.491,343.245,70.695,20.982,94.505,0.124,3.369,0.297,0.448
CL2,2,CL,CA1,1070,32.042,53.549,32.042,53.549,315.99,43.704,31.173,121.152,0.135,1.402,0.713,0.377
CL2,3,CL,CA1,1109,43.921,36.469,43.921,36.469,208.007,56.29,25.085,60.695,0.322,2.244,0.446,0.702
CL2,3,CL,CA1,1350,30.513,39.916,30.513,39.916,192.551,59.244,29.013,93.474,0.458,2.042,0.49,0.839
CL2,3,CL,CA1,896,35.97,40.574,35.97,40.574,245.907,63.382,17.999,77.684,0.186,3.521,0.284,0.616
CL2,3,CL,CA1,950,22.999,45.547,22.999,45.547,214.936,59.303,20.397,61.59,0.258,2.908,0.344,0.717
CL2,3,CL,CA1,2254,47.455,46.633,47.455,46.633,368.759,67.588,42.462,32.223,0.208,1.592,0.628,0.638
CL2,3,CL,CA1,2362,66.47,54.376,66.47,54.376,851.543,63.662,47.24,174.431,0.041,1.348,0.742,0.421
CL2,3,CL,CA1,606,33.828,39.031,33.828,39.031,124.125,39.066,19.751,63.337,0.494,1.978,0.506,0.799
CL2,3,CL,CA1,859,28.211,37.024,28.211,37.024,129.397,49.968,21.888,77.442,0.645,2.283,0.438,0.924
CL2,3,CL,CA1,1039,26.869,42.29,26.869,42.29,163.924,60.532,21.855,65.064,0.486,2.77,0.361,0.817
CL2,3,CL,CA1,507,26.092,43.482,26.092,43.482,120.953,36.669,17.604,60.57,0.435,2.083,0.48,0.749
CL2,3,CL,CA1,686,26.083,33.994,26.083,33.994,112.125,38.864,22.475,49.032,0.686,1.729,0.578,0.883
CL2,3,CL,CA1,1719,51.861,48.862,51.861,48.862,470.5,70.326,31.122,30.327,0.098,2.26,0.443,0.382
CL2,3,CL,CA1,848,57.29,49.461,57.29,49.461,208.451,52.805,20.447,137.908,0.245,2.583,0.387,0.671
CL2,3,CL,CA1,1602,52.774,54.323,52.774,54.323,460.056,60.571,33.675,150.298,0.095,1.799,0.556,0.441
CL2,3,CL,CA1,393,31.556,29.668,31.556,29.668,105.539,24.825,20.157,118.812,0.443,1.232,0.812,0.7
CL2,4,CL,CA1,1012,42.897,53.034,42.897,53.034,321.546,67.238,19.163,42.761,0.123,3.509,0.285,0.447
CL2,4,CL,CA1,702,44.729,57.456,44.729,57.456,249.706,49.974,17.886,60.197,0.141,2.794,0.358,0.412
CL2,4,CL,CA1,410,50.878,45.937,50.878,45.937,95.983,39.011,13.382,33.354,0.559,2.915,0.343,0.882
CL2,4,CL,CA1,806,48.308,53.962,48.308,53.962,218.492,65.862,15.582,41.436,0.212,4.227,0.237,0.625
CL2,4,CL,CA1,1034,38.022,48.875,38.022,48.875,221.078,42.302,31.122,169.394,0.266,1.359,0.736,0.637
CL2,4,CL,CA1,1742,46.476,51.13,46.476,51.13,443.37,56.51,39.25,7.372,0.111,1.44,0.695,0.591
CL2,4,CL,CA1,857,45.353,52.48,45.353,52.48,294.274,47.104,23.165,138.055,0.124,2.033,0.492,0.492
CL2,4,CL,CA1,1230,52.056,48.745,52.056,48.745,361.831,54.765,28.597,0.03,0.118,1.915,0.522,0.479
CL2,4,CL,CA1,1617,67.006,38.107,67.006,38.107,504.482,75.301,27.341,160.774,0.08,2.754,0.363,0.43
CL2,4,CL,CA1,1230,43.359,40.176,43.359,40.176,319.848,52.454,29.857,29.597,0.151,1.757,0.569,0.436
CL2,4,CL,CA1,1194,50.755,38.724,50.755,38.724,360.073,50.033,30.385,9.65,0.116,1.647,0.607,0.451
CL2,4,CL,CA1,832,43.162,36.287,43.162,36.287,190.551,43.982,24.086,165.96,0.288,1.826,0.548,0.746
CL2,4,CL,CA1,1798,62.711,59.125,62.711,59.125,549.595,78.681,29.096,54.65,0.075,2.704,0.37,0.459
CL2,4,CL,CA1,748,36.963,46.94,36.963,46.94,211.765,35.292,26.986,56.442,0.21,1.308,0.765,0.604
CL2,4,CL,CA1,1212,54.987,34.851,54.987,34.851,257.907,63.267,24.391,178.718,0.229,2.594,0.386,0.58
CL2,1,CL,CA3,1613,63.504,60.897,63.504,60.897,597.82,68.75,29.873,46.576,0.057,2.301,0.435,0.327
CL2,1,CL,CA3,286,40.678,33.22,40.678,33.22,82.669,29.941,12.162,156.922,0.526,2.462,0.406,0.785
CL2,1,CL,CA3,834,41.118,43.229,41.118,43.229,232.735,55.947,18.98,43.019,0.193,2.948,0.339,0.532
CL2,1,CL,CA3,915,48.724,38.302,48.724,38.302,274.576,37.879,30.756,172.832,0.153,1.232,0.812,0.483
CL2,1,CL,CA3,1127,63.283,44.923,63.283,44.923,250.836,80.653,17.792,163.13,0.225,4.533,0.221,0.588
CL2,1,CL,CA3,649,35.237,44.54,35.237,44.54,99.983,31.187,26.496,119.181,0.816,1.177,0.85,0.913
CL2,1,CL,CA3,846,38.277,40.242,38.277,40.242,260.191,49.068,21.953,77.311,0.157,2.235,0.447,0.584
CL2,1,CL,CA3,319,34.861,50.453,34.861,50.453,86.225,27.924,14.545,156.775,0.539,1.92,0.521,0.794
CL2,1,CL,CA3,855,38.887,41.829,38.887,41.829,209.38,54.963,19.806,172.475,0.245,2.775,0.36,0.535
CL2,1,CL,CA3,756,38.351,38.434,38.351,38.434,139.681,36.918,26.073,165.877,0.487,1.416,0.706,0.744
CL2,1,CL,CA3,864,48.391,45.407,48.391,45.407,202.936,59.745,18.413,139.867,0.264,3.245,0.308,0.652
CL2,1,CL,CA3,600,34.222,44.157,34.222,44.157,164.894,61.503,12.421,149.966,0.277,4.951,0.202,0.606
CL2,1,CL,CA3,761,44.645,34.56,44.645,34.56,164.995,45.244,21.416,163.576,0.351,2.113,0.473,0.746
CL2,1,CL,CA3,657,51.046,34.164,51.046,34.164,138.652,44.902,18.63,135.841,0.429,2.41,0.415,0.725
CL2,1,CL,CA3,364,37.596,30.953,37.596,30.953,117.054,31.149,14.879,162.533,0.334,2.094,0.478,0.606
CL2,2,CL,CA3,1258,42.944,40.922,42.944,40.922,348.659,49.434,32.401,122.715,0.13,1.526,0.655,0.573
CL2,2,CL,CA3,2013,52.274,39.981,52.274,39.981,555.352,61.141,41.92,37.325,0.082,1.459,0.686,0.526
CL2,2,CL,CA3,2080,49.389,53.516,49.389,53.516,691.578,63.455,41.736,74.347,0.055,1.52,0.658,0.45
CL2,2,CL,CA3,1375,29.995,43.384,29.995,43.384,275.22,70.219,24.932,72.908,0.228,2.816,0.355,0.611
CL2,2,CL,CA3,2135,59.282,52.046,59.282,52.046,545.411,73.638,36.915,154.972,0.09,1.995,0.501,0.486
CL2,2,CL,CA3,2255,85.728,67.277,85.728,67.277,735.963,70.209,40.894,9.105,0.052,1.717,0.582,0.38
CL2,2,CL,CA3,1326,44.539,39.011,44.539,39.011,225.765,73.096,23.097,161.136,0.327,3.165,0.316,0.745
CL2,2,CL,CA3,979,64.001,37.631,64.001,37.631,265.747,53.059,23.493,39.678,0.174,2.259,0.443,0.562
CL2,2,CL,CA3,1853,63.732,52.757,63.732,52.757,611.009,75.357,31.308,127.546,0.062,2.407,0.415,0.367
CL2,2,CL,CA3,702,32.338,28.822,32.338,28.822,122.853,36.504,24.485,26.15,0.584,1.491,0.671,0.874
CL2,2,CL,CA3,1995,44.376,55.037,44.376,55.037,551.938,77.723,32.682,107.863,0.082,2.378,0.42,0.46
CL2,2,CL,CA3,2116,31.668,57.082,31.668,57.082,285.806,69.406,38.817,83.064,0.326,1.788,0.559,0.752
CL2,2,CL,CA3,3589,72.796,73.334,72.796,73.334,1106.621,89.736,50.923,52.897,0.037,1.762,0.567,0.435
CL2,2,CL,CA3,769,31.92,30.69,31.92,30.69,230.492,46.077,21.25,45.45,0.182,2.168,0.461,0.535
CL2,2,CL,CA3,1620,55.694,36.227,55.694,36.227,352.416,63.394,32.537,46.77,0.164,1.948,0.513,0.572
CL2,3,CL,CA3,620,51.29,40.594,51.29,40.594,247.806,44.207,17.857,156.478,0.127,2.476,0.404,0.45
CL2,3,CL,CA3,512,40.32,34.691,40.32,34.691,164.066,42.534,15.326,19.9,0.239,2.775,0.36,0.566
CL2,3,CL,CA3,545,44.379,50.091,44.379,50.091,252.777,29.167,23.791,90.093,0.107,1.226,0.816,0.454
CL2,3,CL,CA3,1425,60.024,63.08,60.024,63.08,493.671,63.933,28.379,139.359,0.073,2.253,0.444,0.303
CL2,3,CL,CA3,754,44.379,35.02,44.379,35.02,240.593,42.848,22.405,143.422,0.164,1.912,0.523,0.46
CL2,3,CL,CA3,1489,51.642,30.545,51.642,30.545,373.931,67.668,28.017,11.393,0.134,2.415,0.414,0.513
CL2,3,CL,CA3,972,44.898,33.9,44.898,33.9,163.037,44.678,27.7,136.043,0.46,1.613,0.62,0.76
CL2,3,CL,CA3,1627,46.912,43.732,46.912,43.732,431.529,55.221,37.514,49.792,0.11,1.472,0.679,0.562
CL2,3,CL,CA3,983,38.646,43.102,38.646,43.102,165.137,45.715,27.378,107.432,0.453,1.67,0.599,0.761
CL2,3,CL,CA3,2153,38.602,71.912,38.602,71.912,491.127,93.032,29.466,76.65,0.112,3.157,0.317,0.494
CL2,3,CL,CA3,1362,42.432,36.337,42.432,36.337,256.492,55.607,31.186,133.869,0.26,1.783,0.561,0.636
CL2,3,CL,CA3,886,28.307,40.875,28.307,40.875,173.681,65.573,17.204,101.359,0.369,3.812,0.262,0.758
CL2,3,CL,CA3,1361,38.562,41.148,38.562,41.148,339.446,63.67,27.217,121.899,0.148,2.339,0.427,0.472
CL2,3,CL,CA3,1469,39.708,46.443,39.708,46.443,215.765,59.166,31.613,80.957,0.397,1.872,0.534,0.759
CL2,3,CL,CA3,1145,41.454,43.837,41.454,43.837,220.836,50.074,29.114,90.682,0.295,1.72,0.581,0.657
CL2,4,CL,CA3,1303,59.888,58.866,59.888,58.866,317.019,56.516,29.355,144.594,0.163,1.925,0.519,0.606
CL2,4,CL,CA3,1195,43.998,54.69,43.998,54.69,390.115,42.392,35.892,4.482,0.099,1.181,0.847,0.528
CL2,4,CL,CA3,2942,48.755,52.169,48.755,52.169,582.767,63.625,58.874,152.804,0.109,1.081,0.925,0.543
CL2,4,CL,CA3,1592,58.304,40.467,58.304,40.467,393.973,66.731,30.375,25.477,0.129,2.197,0.455,0.499
CL2,4,CL,CA3,1111,32.678,41.561,32.678,41.561,205.765,50.137,28.214,100.916,0.33,1.777,0.563,0.721
CL2,4,CL,CA3,1328,35.212,43.381,35.212,43.381,284.576,53.64,31.522,167.601,0.206,1.702,0.588,0.535
CL2,4,CL,CA3,672,33.109,30.214,33.109,30.214,95.497,29.646,28.861,42.676,0.926,1.027,0.974,0.959
CL2,4,CL,CA3,1011,51.727,24.465,51.727,24.465,321.203,64.617,19.921,11.263,0.123,3.244,0.308,0.534
CL2,4,CL,CA3,994,40.013,36.493,40.013,36.493,308.86,39.136,32.339,4.621,0.131,1.21,0.826,0.344
CL2,4,CL,CA3,702,40.682,26.031,40.682,26.031,137.924,34.124,26.193,42.882,0.464,1.303,0.768,0.772
CL2,4,CL,CA3,812,29.116,34.392,29.116,34.392,148.752,48.496,21.319,105.843,0.461,2.275,0.44,0.743
CL2,4,CL,CA3,2129,52.856,47.856,52.856,47.856,397.931,78.24,34.646,120.972,0.169,2.258,0.443,0.593
CL2,4,CL,CA3,1323,46.858,53.399,46.858,53.399,480.482,56.433,29.849,79.239,0.072,1.891,0.529,0.383
CL2,4,CL,CA3,926,32.683,45.382,32.683,45.382,272.777,55.42,21.274,70.685,0.156,2.605,0.384,0.518
CL2,4,CL,CA3,1537,43.565,52.853,43.565,52.853,532.524,54.689,35.784,152.375,0.068,1.528,0.654,0.36
CL2,1,CL,GD,2007,53.903,68.248,53.903,68.248,384.558,85.169,30.004,65.669,0.171,2.839,0.352,0.572
CL2,1,CL,GD,1805,56.056,65.655,56.056,65.655,597.252,77.321,29.723,59.393,0.064,2.601,0.384,0.494
CL2,1,CL,GD,2490,46.739,71.482,46.739,71.482,515.754,61.114,51.876,74.045,0.118,1.178,0.849,0.551
CL2,1,CL,GD,1013,53.042,41.67,53.042,41.67,224.149,44.087,29.256,13.993,0.253,1.507,0.664,0.699
CL2,1,CL,GD,1047,39.626,45.916,39.626,45.916,243.806,55.574,23.988,100.403,0.221,2.317,0.432,0.564
CL2,1,CL,GD,1323,35.671,41.334,35.671,41.334,410.014,44.007,38.278,70.44,0.099,1.15,0.87,0.422
CL2,1,CL,GD,432,37.273,46.627,37.273,46.627,79.841,28.356,19.398,52.26,0.852,1.462,0.684,0.938
CL2,1,CL,GD,360,30.594,39.733,30.594,39.733,143.924,26.218,17.483,18.107,0.218,1.5,0.667,0.636
CL2,1,CL,GD,1764,54.435,32.174,54.435,32.174,493.997,56.778,39.558,27.647,0.091,1.435,0.697,0.526
CL2,1,CL,GD,1172,55.077,36.828,55.077,36.828,249.563,67.425,22.132,9.066,0.236,3.047,0.328,0.601
CL2,1,CL,GD,3110,69.816,50.183,69.816,50.183,1044.521,64.746,61.158,126.907,0.036,1.059,0.945,0.404
CL2,1,CL,GD,1172,74.077,48.828,74.077,48.828,249.563,67.425,22.132,9.066,0.236,3.047,0.328,0.601
CL2,1,CL,GD,1056,81.004,54.106,81.004,54.106,359.688,60.04,22.394,64.081,0.103,2.681,0.373,0.391
CL2,1,CL,GD,1832,56.317,59.261,56.317,59.261,394.274,72.902,31.996,52.882,0.148,2.278,0.439,0.534
CL2,1,CL,GD,1811,58.763,56.841,58.763,56.841,609.436,68.721,33.554,70.989,0.061,2.048,0.488,0.479
CL2,2,CL,GD,999,45.331,45.73,45.331,45.73,341.889,42.378,30.015,117.782,0.107,1.412,0.708,0.34
CL2,2,CL,GD,1357,38.162,53.431,38.162,53.431,424.257,66.58,25.951,54.775,0.095,2.566,0.39,0.466
CL2,2,CL,GD,2043,47.115,41.137,47.115,41.137,529.997,62.019,41.942,153.349,0.091,1.479,0.676,0.434
CL2,2,CL,GD,858,32.142,52.855,32.142,52.855,248.049,41.858,26.099,17.002,0.175,1.604,0.623,0.627
CL2,2,CL,GD,1472,37.427,52.652,37.427,52.652,325.304,58.76,31.896,79.589,0.175,1.842,0.543,0.542
CL2,2,CL,GD,818,31.471,42.098,31.471,42.098,174.894,51.07,20.394,25.332,0.336,2.504,0.399,0.709
CL2,2,CL,GD,1393,34.57,43.045,34.57,43.045,334.132,49.504,35.828,34.077,0.157,1.382,0.724,0.617
CL2,2,CL,GD,1216,32.095,39.674,32.095,39.674,218.836,45.364,34.129,53.177,0.319,1.329,0.752,0.72
CL2,2,CL,GD,970,36.789,29.084,36.789,29.084,204.936,46.822,26.377,31.237,0.29,1.775,0.563,0.731
CL2,2,CL,GD,1527,46.01,30.814,46.01,30.814,456.583,51.807,37.528,4.283,0.092,1.38,0.724,0.505
CL2,2,CL,GD,726,33.205,28.795,33.205,28.795,139.238,37.794,24.458,10.09,0.471,1.545,0.647,0.787
CL2,2,CL,GD,2232,48.586,55.039,48.586,55.039,591.696,71.383,39.812,38.445,0.08,1.793,0.558,0.492
CL2,2,CL,GD,1446,40.773,32.703,40.773,32.703,210.551,52.809,34.863,156.224,0.41,1.515,0.66,0.739
CL2,2,CL,GD,890,45.706,32.115,45.706,32.115,271.262,65.968,17.178,158.812,0.152,3.84,0.26,0.478
CL2,2,CL,GD,2761,45.193,51.321,45.193,51.321,453.813,76.386,46.022,55.3,0.168,1.66,0.602,0.637
CL2,3,CL,GD,592,43.213,30.103,43.213,30.103,198.451,34.142,22.077,160.777,0.189,1.546,0.647,0.484
CL2,3,CL,GD,2083,72.956,34.404,72.956,34.404,508.257,83.955,31.59,173.665,0.101,2.658,0.376,0.473
CL2,3,CL,GD,1144,43.412,56.976,43.412,56.976,453.571,52.259,27.873,109.065,0.07,1.875,0.533,0.386
CL2,3,CL,GD,981,47.227,53.802,47.227,53.802,284.576,48.632,25.683,46.735,0.152,1.894,0.528,0.586
CL2,3,CL,GD,788,28.454,52.165,28.454,52.165,156.752,60.28,16.644,89.983,0.403,3.622,0.276,0.768
