Animal,Corte,Grupo,Region,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
AL2,3,AL,CA1,1031,38.683,38.909,38.683,38.909,209.037,46.987,27.938,157.203,0.296,1.682,0.595,0.662
AL2,3,AL,CA1,1335,40.478,43.379,40.478,43.379,483.713,47.962,35.44,136.163,0.072,1.353,0.739,0.468
AL2,3,AL,CA1,1349,42.617,43.256,42.617,43.256,317.404,52.785,32.539,40.846,0.168,1.622,0.616,0.596
AL2,3,AL,CA1,1795,50.045,45.245,50.045,45.245,540.624,62.896,36.337,134.484,0.077,1.731,0.578,0.368
AL2,3,AL,CA1,2186,46.354,48.219,46.354,48.219,539.026,63.606,43.758,164.273,0.095,1.454,0.688,0.472
AL2,3,AL,CA1,983,45.189,42.819,45.189,42.819,272.09,61.537,20.339,61.453,0.167,3.026,0.331,0.526
AL2,4,AL,CA1,857,29.213,37.548,29.213,37.548,282.09,46.378,23.528,113.487,0.135,1.971,0.507,0.525
AL2,4,AL,CA1,1188,38.217,40.919,38.217,40.919,368.073,65.254,23.18,131.986,0.11,2.815,0.355,0.566
AL2,4,AL,CA1,584,26.89,39.426,26.89,39.426,165.723,49.815,14.927,126.406,0.267,3.337,0.3,0.616
AL2,4,AL,CA1,1191,32.778,36.75,32.778,36.75,354.274,56.761,26.716,141.978,0.119,2.125,0.471,0.657
AL2,4,AL,CA1,1422,44.168,50.388,44.168,50.388,319.362,90.997,19.897,111.784,0.175,4.573,0.219,0.565
AL2,4,AL,CA1,1094,39.233,37.284,39.233,37.284,300.475,44.454,31.334,153.485,0.152,1.419,0.705,0.519
AL2,4,AL,CA1,1462,38.654,45.252,38.654,45.252,327.647,59.717,31.172,104.934,0.171,1.916,0.522,0.569
AL2,4,AL,CA1,927,27.852,39.542,27.852,39.542,247.463,50.284,23.473,96.119,0.19,2.142,0.467,0.426
AL2,4,AL,CA1,410,35.537,35.134,35.537,35.134,159.137,29.393,17.761,3.897,0.203,1.655,0.604,0.473
AL2,4,AL,CA1,1066,37.754,54.054,37.754,54.054,283.463,70.033,19.381,89.625,0.167,3.614,0.277,0.655
AL2,4,AL,CA1,890,43.284,29.046,43.284,29.046,300.233,50.962,22.236,13.783,0.124,2.292,0.436,0.475
AL2,4,AL,CA1,971,43.702,32.144,43.702,32.144,228.978,43.235,28.595,54.557,0.233,1.512,0.661,0.669
AL2,4,AL,CA1,990,52.738,29.59,52.738,29.59,228.25,51.47,24.49,159.226,0.239,2.102,0.476,0.633
AL2,4,AL,CA1,838,21.64,40.061,21.64,40.061,216.451,51.127,20.869,99.863,0.225,2.45,0.408,0.533
AL2,4,AL,CA1,777,23.877,38.739,23.877,38.739,165.681,36.207,27.323,57.342,0.356,1.325,0.755,0.712
AL2,1,AL,CA3,728,28.478,31.005,28.478,31.005,146.995,34.384,26.958,155.096,0.423,1.275,0.784,0.737
AL2,1,AL,CA3,655,38.929,28.066,38.929,28.066,184.593,43.301,19.26,42.447,0.242,2.248,0.445,0.63
AL2,1,AL,CA3,1032,31.431,28.086,31.431,28.086,228.593,54.915,23.928,55.369,0.248,2.295,0.436,0.611
AL2,1,AL,CA3,884,31.163,42.752,31.163,42.752,192.208,48.883,23.025,148.24,0.301,2.123,0.471,0.584
AL2,1,AL,CA3,837,41.103,32.469,41.103,32.469,272.09,39.436,27.023,28.321,0.142,1.459,0.685,0.474
AL2,1,AL,CA3,672,30.129,26.924,30.129,26.924,138.267,34.954,24.479,164.418,0.442,1.428,0.7,0.705
AL2,1,AL,CA3,374,31.591,31.572,31.591,31.572,109.154,26.515,17.959,129.74,0.394,1.476,0.677,0.698
AL2,1,AL,CA3,490,29.171,28.108,29.171,28.108,101.296,35.639,17.506,60.114,0.6,2.036,0.491,0.831
AL2,1,AL,CA3,599,22.495,27.962,22.495,27.962,150.752,32.972,23.131,159.512,0.331,1.425,0.702,0.638
AL2,1,AL,CA3,907,39.165,28.171,39.165,28.171,244.492,51.872,22.263,176.073,0.191,2.33,0.429,0.588
AL2,1,AL,CA3,214,16.64,21.645,16.64,21.645,60.527,17.294,15.756,41.552,0.734,1.098,0.911,0.875
AL2,1,AL,CA3,608,20.763,53.569,20.763,53.569,174.167,58.179,13.306,71.968,0.252,4.372,0.229,0.589
AL2,1,AL,CA3,685,34.843,21.107,34.843,21.107,171.823,51.02,17.095,23.501,0.292,2.985,0.335,0.665
AL2,1,AL,CA3,713,32.985,37.176,32.985,37.176,245.12,39.688,22.874,47.357,0.149,1.735,0.576,0.558
AL2,1,AL,CA3,766,25.943,38.363,25.943,38.363,246.735,37.777,25.817,43.356,0.158,1.463,0.683,0.495
AL2,2,AL,CA3,1813,36.649,51.139,36.649,51.139,478.399,68.948,33.48,84.861,0.1,2.059,0.486,0.552
AL2,2,AL,CA3,1292,35.7,48.862,35.7,48.862,409.772,76.951,21.378,66.352,0.097,3.6,0.278,0.557
AL2,2,AL,CA3,840,43.081,60.029,43.081,60.029,168.794,57.775,18.512,43.024,0.37,3.121,0.32,0.7
AL2,2,AL,CA3,824,39.357,51.078,39.357,51.078,169.823,56.661,18.516,66.776,0.359,3.06,0.327,0.704
AL2,2,AL,CA3,1423,49.676,67.284,49.676,67.284,315.061,83.088,21.806,57.964,0.18,3.81,0.262,0.533
AL2,2,AL,CA3,1771,45.78,56.628,45.78,56.628,327.848,108.276,20.826,45.575,0.207,5.199,0.192,0.608
AL2,2,AL,CA3,949,27.819,31.099,27.819,31.099,156.409,43.013,28.091,134.976,0.487,1.531,0.653,0.75
AL2,2,AL,CA3,1544,37.375,40.852,37.375,40.852,255.421,79.981,24.579,59.296,0.297,3.254,0.307,0.668
AL2,2,AL,CA3,678,21.991,27.584,21.991,27.584,171.38,42.924,20.112,74.892,0.29,2.134,0.469,0.655
AL2,2,AL,CA3,1171,35.919,45.504,35.919,45.504,277.362,51.336,29.043,116.847,0.191,1.768,0.566,0.459
AL2,2,AL,CA3,874,28.381,42.032,28.381,42.032,168.51,53.398,20.84,56.373,0.387,2.562,0.39,0.754
AL2,2,AL,CA3,958,34.97,39.871,34.97,39.871,205.966,42.163,28.93,62.308,0.284,1.457,0.686,0.593
AL2,2,AL,CA3,1620,38.191,41.019,38.191,41.019,327.203,51.08,40.381,59.939,0.19,1.265,0.791,0.513
AL2,2,AL,CA3,1082,44.065,48.13,44.065,48.13,194.208,39.999,34.442,15.54,0.36,1.161,0.861,0.707
AL2,2,AL,CA3,1636,40.331,46.996,40.331,46.996,298.919,53.648,38.827,38.65,0.23,1.382,0.724,0.528
AL2,3,AL,CA3,997,44.04,53.96,44.04,53.96,291.647,66.384,19.122,48.61,0.147,3.471,0.288,0.494
AL2,3,AL,CA3,1326,35.676,51.635,35.676,51.635,411.387,61.694,27.366,76.858,0.098,2.254,0.444,0.446
AL2,3,AL,CA3,297,33.224,35.2,33.224,35.2,136.267,26.034,14.525,101.825,0.201,1.792,0.558,0.471
AL2,3,AL,CA3,644,29.736,35.199,29.736,35.199,113.054,33.235,24.672,110.559,0.633,1.347,0.742,0.865
AL2,3,AL,CA3,507,17.989,29.557,17.989,29.557,85.497,27.868,23.164,34.319,0.872,1.203,0.831,0.942
AL2,3,AL,CA3,791,25.422,29.486,25.422,29.486,194.936,42.582,23.652,68.922,0.262,1.8,0.555,0.635
AL2,3,AL,CA3,639,27.827,42.733,27.827,42.733,166.853,60.892,13.361,78.333,0.288,4.557,0.219,0.628
AL2,3,AL,CA3,798,19.227,55.57,19.227,55.57,188.853,74.211,13.691,77.605,0.281,5.42,0.184,0.75
AL2,3,AL,CA3,1412,32.783,43.009,32.783,43.009,353.245,53.26,33.756,59.685,0.142,1.578,0.634,0.63
AL2,3,AL,CA3,939,43.644,30.932,43.644,30.932,221.321,46.76,25.568,137.412,0.241,1.829,0.547,0.581
AL2,3,AL,CA3,1062,38.018,25.797,38.018,25.797,155.681,50.468,26.793,25.191,0.551,1.884,0.531,0.851
AL2,3,AL,CA3,764,33.151,31.026,33.151,31.026,218.836,39.818,24.43,5.735,0.2,1.63,0.614,0.564
AL2,3,AL,CA3,1526,47.508,59.257,47.508,59.257,458.843,81.637,23.8,110.718,0.091,3.43,0.292,0.405
AL2,3,AL,CA3,268,17.272,21.097,17.272,21.097,80.669,23.119,14.76,79.498,0.518,1.566,0.638,0.794
AL2,3,AL,CA3,1361,47.435,51.903,47.435,51.903,359.304,50.503,34.313,92.299,0.132,1.472,0.679,0.455
AL2,4,AL,CA3,521,34.293,32.842,34.293,32.842,175.137,35.049,18.927,154.721,0.213,1.852,0.54,0.525
AL2,4,AL,CA3,338,29.145,35.148,29.145,35.148,79.841,23.581,18.25,114.692,0.666,1.292,0.774,0.839
AL2,4,AL,CA3,406,29.628,32.133,29.628,32.133,97.397,30.242,17.093,37.798,0.538,1.769,0.565,0.807
AL2,4,AL,CA3,1256,45.116,31.588,45.116,31.588,408.943,50.815,31.471,167.659,0.094,1.615,0.619,0.5
AL2,4,AL,CA3,2104,40.095,46.177,40.095,46.177,593.11,62.622,42.779,73.431,0.075,1.464,0.683,0.47
AL2,4,AL,CA3,1347,36.457,37.212,36.457,37.212,197.48,46.918,36.554,35.372,0.434,1.284,0.779,0.759
AL2,4,AL,CA3,702,32.949,32.389,32.949,32.389,107.882,31.917,28.004,141.371,0.758,1.14,0.877,0.908
AL2,4,AL,CA3,537,32.537,24.115,32.537,24.115,157.38,39.279,17.407,154.031,0.272,2.256,0.443,0.62
AL2,4,AL,CA3,680,31.137,39.163,31.137,39.163,147.095,47.369,18.278,63.337,0.395,2.592,0.386,0.691
AL2,4,AL,CA3,1114,39.384,44.399,39.384,44.399,347.446,43.115,32.898,18.735,0.116,1.311,0.763,0.501
AL2,4,AL,CA3,1756,36.049,41.017,36.049,41.017,385.245,58.106,38.478,136.516,0.149,1.51,0.662,0.543
AL2,4,AL,CA3,1226,41.652,38.692,41.652,38.692,301.99,41.138,37.945,19.485,0.169,1.084,0.922,0.396
AL2,4,AL,CA3,1240,41.844,48.481,41.844,48.481,174.995,53.001,29.789,125.464,0.509,1.779,0.562,0.804
AL2,4,AL,CA3,541,29.894,32.907,29.894,32.907,100.225,31.189,22.085,148.881,0.677,1.412,0.708,0.881
AL2,4,AL,CA3,991,38.569,32.042,38.569,32.042,168.752,47.52,26.552,52.505,0.437,1.79,0.559,0.758
AL2,1,AL,GD,374,17.778,27.286,17.778,27.286,74.083,23.319,20.421,85.007,0.856,1.142,0.876,0.923
AL2,1,AL,GD,783,22.748,27.409,22.748,27.409,109.397,35.518,28.069,77.591,0.822,1.265,0.79,0.927
AL2,1,AL,GD,992,46.048,37.08,46.048,37.08,232.149,60.967,20.717,139.825,0.231,2.943,0.34,0.595
AL2,1,AL,GD,1355,40.288,40.423,40.288,40.423,359.789,45.63,37.809,144.258,0.132,1.207,0.829,0.449
AL2,1,AL,GD,1260,35.594,44.848,35.594,44.848,285.848,48.832,32.853,147.609,0.194,1.486,0.673,0.631
AL2,1,AL,GD,805,33.565,46.194,33.565,46.194,227.907,40.767,25.142,124.842,0.195,1.621,0.617,0.515
AL2,1,AL,GD,380,19.197,18.95,19.197,18.95,109.154,34.054,14.208,65.95,0.401,2.397,0.417,0.648
AL2,1,AL,GD,1222,44.145,32.632,44.145,32.632,367.831,64.113,24.268,132.896,0.113,2.642,0.379,0.477
AL2,1,AL,GD,531,32.315,26.698,32.315,26.698,169.966,44.717,15.119,163.543,0.231,2.958,0.338,0.642
AL2,1,AL,GD,581,42.404,30.824,42.404,30.824,114.468,44.513,16.619,154.444,0.557,2.679,0.373,0.874
AL2,1,AL,GD,1063,39.158,28.295,39.158,28.295,176.995,63.478,21.321,4.576,0.426,2.977,0.336,0.746
AL2,1,AL,GD,870,22.262,32.09,22.262,32.09,153.238,42.238,26.226,90.567,0.466,1.611,0.621,0.725
AL2,1,AL,GD,1225,26.341,35.498,26.341,35.498,295.605,56.522,27.595,100.579,0.176,2.048,0.488,0.559
AL2,1,AL,GD,440,21.775,18.045,21.775,18.045,85.841,28.983,19.33,164.435,0.75,1.499,0.667,0.893
AL2,1,AL,GD,409,28.61,24.226,28.61,24.226,96.569,35.586,14.634,85.442,0.551,2.432,0.411,0.839
AL2,2,AL,GD,1592,59.095,55.74,59.095,55.74,449.612,56.722,35.736,27.092,0.099,1.587,0.63,0.458
AL2,2,AL,GD,681,36.062,22.819,36.062,22.819,152.995,44.071,19.674,11.667,0.366,2.24,0.446,0.745
AL2,2,AL,GD,893,54.756,18.787,54.756,18.787,388.416,55.844,20.36,162.767,0.074,2.743,0.365,0.418
AL2,2,AL,GD,1584,33.309,37.447,33.309,37.447,325.647,52.766,38.222,107.736,0.188,1.381,0.724,0.525
AL2,2,AL,GD,1017,42.201,42.258,42.201,42.258,342.032,44.335,29.207,157.241,0.109,1.518,0.659,0.453
AL2,2,AL,GD,456,25.094,21.945,25.094,21.945,109.983,35.655,16.284,13.131,0.474,2.19,0.457,0.764
AL2,2,AL,GD,461,25.14,23.348,25.14,23.348,115.882,28.996,20.243,34.678,0.431,1.432,0.698,0.697
AL2,2,AL,GD,629,31.036,35.87,31.036,35.87,242.635,36.128,22.167,109.161,0.134,1.63,0.614,0.382
AL2,2,AL,GD,888,32.483,40.044,32.483,40.044,201.421,35.595,31.764,149.077,0.275,1.121,0.892,0.637
AL2,2,AL,GD,1048,35.561,43.16,35.561,43.16,264.877,65.101,20.497,153.226,0.188,3.176,0.315,0.581
AL2,2,AL,GD,495,19.439,24.753,19.439,24.753,100.569,27.332,23.059,75.81,0.615,1.185,0.844,0.823
AL2,2,AL,GD,615,26.695,26.183,26.695,26.183,93.255,31.663,24.731,172.275,0.889,1.28,0.781,0.954
AL2,2,AL,GD,517,26.941,30.591,26.941,30.591,90.083,29.482,22.328,19.412,0.801,1.32,0.757,0.917
AL2,2,AL,GD,968,31.533,27.295,31.533,27.295,144.51,44.696,27.575,149.361,0.582,1.621,0.617,0.821
AL2,2,AL,GD,489,28.772,29.854,28.772,29.854,90.083,30.864,20.173,22.754,0.757,1.53,0.654,0.895
AL2,3,AL,GD,1303,50.703,40.64,50.703,40.64,319.446,60.042,27.631,152.877,0.16,2.173,0.46,0.466
AL2,3,AL,GD,500,60.706,42.754,60.706,42.754,141.095,30.906,20.599,140.409,0.316,1.5,0.667,0.63
AL2,3,AL,GD,355,36.866,28.334,36.866,28.334,94.468,32.265,14.009,164.419,0.5,2.303,0.434,0.74
AL2,3,AL,GD,1287,32.785,34.317,32.785,34.317,354.517,44.144,37.121,7.076,0.129,1.189,0.841,0.613
AL2,3,AL,GD,1005,32.139,31.794,32.139,31.794,306.718,36.775,34.796,161.437,0.134,1.057,0.946,0.598
AL2,3,AL,GD,755,40.379,35.207,40.379,35.207,177.48,51.332,18.727,30.678,0.301,2.741,0.365,0.614
AL2,3,AL,GD,532,37.848,28.934,37.848,28.934,149.338,37.38,18.121,142.944,0.3,2.063,0.485,0.6
AL2,3,AL,GD,721,36.055,30.359,36.055,30.359,231.563,35.669,25.737,65.455,0.169,1.386,0.722,0.593
AL2,3,AL,GD,949,34.295,29.813,34.295,29.813,211.765,51.206,23.597,41.432,0.266,2.17,0.461,0.592
AL2,3,AL,GD,760,32.634,33.416,32.634,33.416,106.326,33.715,28.701,68.756,0.845,1.175,0.851,0.953
AL2,3,AL,GD,864,33.556,31.431,33.556,31.431,211.037,42.04,26.167,6.757,0.244,1.607,0.622,0.507
AL2,3,AL,GD,289,40.888,24.569,40.888,24.569,86.912,25.041,14.694,102.052,0.481,1.704,0.587,0.699
AL2,3,AL,GD,464,35.746,33.147,35.746,33.147,110.953,30.133,19.606,47.159,0.474,1.537,0.651,0.708
AL2,3,AL,GD,1161,33.187,32.156,33.187,32.156,246.049,50.384,29.34,144.267,0.241,1.717,0.582,0.601
AL2,3,AL,GD,813,41.206,33.586,41.206,33.586,307.446,44.264,23.386,58.085,0.108,1.893,0.528,0.449
AL2,4,AL,GD,1022,51.356,34.143,51.356,34.143,326.919,48.016,27.101,155.959,0.12,1.772,0.564,0.462
AL2,4,AL,GD,1346,55.252,35.393,55.252,35.393,377.103,57.301,29.908,22.98,0.119,1.916,0.522,0.479
AL2,4,AL,GD,436,28.56,29.75,28.56,29.75,106.125,25.973,21.373,150.555,0.486,1.215,0.823,0.84
AL2,4,AL,GD,741,22.759,35.207,22.759,35.207,142.468,53.415,17.663,101.907,0.459,3.024,0.331,0.806
AL2,4,AL,GD,434,39.507,28.472,39.507,28.472,148.309,33.203,16.643,40.259,0.248,1.995,0.501,0.529
AL2,4,AL,GD,520,27.962,26.713,27.962,26.713,142.167,33.847,19.561,24.533,0.323,1.73,0.578,0.677
AL2,4,AL,GD,496,18.911,19.806,18.911,19.806,104.811,33.891,18.634,47.093,0.567,1.819,0.55,0.795
AL2,4,AL,GD,1381,49.096,33.253,49.096,33.253,373.931,57.688,30.48,139.189,0.124,1.893,0.528,0.455
AL2,4,AL,GD,579,21.421,26.858,21.421,26.858,94.083,28.447,25.915,49.964,0.822,1.098,0.911,0.926
AL2,4,AL,GD,821,41.159,39.421,41.159,39.421,269.605,51.545,20.28,154.393,0.142,2.542,0.393,0.554
AL2,4,AL,GD,596,28.285,27.807,28.285,27.807,175.865,37.224,20.386,153.601,0.242,1.826,0.548,0.664
AL2,4,AL,GD,655,28.463,26.671,28.463,26.671,189.037,39.19,21.28,133.386,0.23,1.842,0.543,0.664
AL2,4,AL,GD,834,31.745,30.456,31.745,30.456,318.818,43.998,24.135,117.169,0.103,1.823,0.549,0.454
AL2,4,AL,GD,1323,40.522,37.328,40.522,37.328,413.529,56.949,29.579,133.4,0.097,1.925,0.519,0.582
AL2,4,AL,GD,922,38.693,43.728,38.693,43.728,308.291,65.017,18.056,88.399,0.122,3.601,0.278,0.601
AL3,1,AL,CA1,975,42.333,46.889,42.333,46.889,294.576,42.222,29.402,119.248,0.141,1.436,0.696,0.482
AL3,1,AL,CA1,608,38.615,51.64,38.615,51.64,170.066,39.375,19.661,146.263,0.264,2.003,0.499,0.545
AL3,1,AL,CA1,768,35.211,43.202,35.211,43.202,256.191,41.06,23.815,106.243,0.147,1.724,0.58,0.462
AL3,1,AL,CA1,977,39.313,47.877,39.313,47.877,288.617,55.981,22.221,45.61,0.147,2.519,0.397,0.501
AL3,1,AL,CA1,703,39.307,43.21,39.307,43.21,187.522,41.528,21.554,43.748,0.251,1.927,0.519,0.599
AL3,1,AL,CA1,1130,37.288,48.521,37.288,48.521,265.404,47.067,30.569,7.652,0.202,1.54,0.649,0.58
AL3,1,AL,CA1,747,45.446,42.856,45.446,42.856,219.865,47.005,20.234,138.427,0.194,2.323,0.43,0.553
AL3,1,AL,CA1,849,39.12,39.065,39.12,39.065,265.806,56.204,19.233,135.132,0.151,2.922,0.342,0.624
AL3,1,AL,CA1,620,35.289,51.45,35.289,51.45,222.693,34.82,22.671,125.449,0.157,1.536,0.651,0.448
AL3,1,AL,CA1,486,37.743,43.22,37.743,43.22,172.066,25.977,23.821,91.021,0.206,1.091,0.917,0.504
AL3,1,AL,CA1,596,36.747,44.121,36.747,44.121,111.64,35.056,21.647,173.405,0.601,1.619,0.617,0.844
AL3,1,AL,CA1,685,35.938,46.205,35.938,46.205,134.953,37.281,23.394,29.94,0.473,1.594,0.628,0.747
AL3,1,AL,CA1,595,34.761,45.424,34.761,45.424,142.267,35.481,21.352,65.867,0.369,1.662,0.602,0.74
AL3,1,AL,CA1,631,43.979,46.118,43.979,46.118,129.924,40.826,19.679,133.318,0.47,2.075,0.482,0.781
AL3,1,AL,CA1,967,45.931,36.835,45.931,36.835,225.078,45.162,27.262,53.906,0.24,1.657,0.604,0.612
AL3,2,AL,CA1,1364,60.025,47.932,60.025,47.932,456.642,47.071,36.895,48.791,0.082,1.276,0.784,0.408
AL3,2,AL,CA1,913,46.106,44.281,46.106,44.281,295.404,39.676,29.299,68.207,0.131,1.354,0.738,0.455
AL3,2,AL,CA1,960,40.992,48.308,40.992,48.308,304.233,48.79,25.052,132.219,0.13,1.948,0.513,0.5
AL3,2,AL,CA1,947,42.815,62.865,42.815,62.865,246.735,52.183,23.106,178.54,0.195,2.258,0.443,0.499
AL3,2,AL,CA1,814,48.882,28.633,48.882,28.633,212.35,55.436,18.696,20.659,0.227,2.965,0.337,0.64
AL3,2,AL,CA1,700,39.287,33.916,39.287,33.916,148.652,34.812,25.603,62.427,0.398,1.36,0.735,0.725
AL3,2,AL,CA1,731,35.199,36.547,35.199,36.547,208.794,45.77,20.335,53.708,0.211,2.251,0.444,0.549
AL3,2,AL,CA1,432,27.326,27.118,27.326,27.118,115.539,30.898,17.802,5.781,0.407,1.736,0.576,0.655
AL3,2,AL,CA1,1134,54.563,40.859,54.563,40.859,451.37,56.385,25.607,171.155,0.07,2.202,0.454,0.465
AL3,2,AL,CA1,457,30.356,27.87,30.356,27.87,162.066,28.748,20.241,178.64,0.219,1.42,0.704,0.512
AL3,2,AL,CA1,678,29.583,38.208,29.583,38.208,202.551,46.334,18.631,48.413,0.208,2.487,0.402,0.525
AL3,2,AL,CA1,1187,35.389,43.412,35.389,43.412,380.073,42.451,35.602,174.318,0.103,1.192,0.839,0.452
AL3,2,AL,CA1,543,24.524,28.883,24.524,28.883,109.74,31.471,21.969,110.348,0.567,1.433,0.698,0.841
AL3,2,AL,CA1,697,27.179,33.742,27.179,33.742,171.823,46.921,18.914,87.392,0.297,2.481,0.403,0.661
AL3,2,AL,CA1,507,27.08,37.238,27.08,37.238,142.167,27.329,23.621,170.311,0.315,1.157,0.864,0.621
AL3,3,AL,CA1,287,23.946,22.723,23.946,22.723,72.669,25.205,14.498,21.441,0.683,1.739,0.575,0.872
AL3,3,AL,CA1,717,40.158,28.524,40.158,28.524,247.605,46.609,19.587,169.053,0.147,2.38,0.42,0.566
AL3,3,AL,CA1,1021,38.362,34.722,38.362,34.722,361.487,51.499,25.243,125.334,0.098,2.04,0.49,0.521
AL3,3,AL,CA1,1449,39.593,48.209,39.593,48.209,517.997,72.498,25.448,47.178,0.068,2.849,0.351,0.468
AL3,3,AL,CA1,359,27.007,39.726,27.007,39.726,142.066,24.323,18.793,63.624,0.224,1.294,0.773,0.51
AL3,3,AL,CA1,377,24.113,31.956,24.113,31.956,167.622,34.426,13.943,86.443,0.169,2.469,0.405,0.487
AL3,3,AL,CA1,781,37.084,39.793,37.084,39.793,222.593,46.954,21.178,28.35,0.198,2.217,0.451,0.528
AL3,3,AL,CA1,379,27.869,38.408,27.869,38.408,156.409,34.957,13.804,30.427,0.195,2.532,0.395,0.515
AL3,3,AL,CA1,582,32.347,34.141,32.347,34.141,209.321,39.732,18.651,171.723,0.167,2.13,0.469,0.46
AL3,3,AL,CA1,1706,47.387,41.887,47.387,41.887,367.831,59.01,36.81,48.401,0.158,1.603,0.624,0.504
AL3,3,AL,CA1,701,35.39,42.16,35.39,42.16,183.823,39.12,22.815,127.372,0.261,1.715,0.583,0.613
AL3,3,AL,CA1,403,38.046,37.138,38.046,37.138,127.924,39.71,12.921,151.423,0.309,3.073,0.325,0.64
AL3,3,AL,CA1,496,36.522,41.804,36.522,41.804,112.225,37.237,16.96,8.435,0.495,2.196,0.455,0.809
AL3,3,AL,CA1,691,49.409,39.008,49.409,39.008,304.032,47.538,18.507,22.181,0.094,2.569,0.389,0.472
AL3,3,AL,CA1,1020,40.654,32.685,40.654,32.685,179.137,48.421,26.821,120.645,0.399,1.805,0.554,0.65
AL3,4,AL,CA1,543,34.927,36.802,34.927,36.802,204.551,46.273,14.941,117.012,0.163,3.097,0.323,0.507
AL3,4,AL,CA1,720,40.057,38.725,40.057,38.725,186.066,47.106,19.461,75.745,0.261,2.42,0.413,0.559
AL3,4,AL,CA1,567,39.911,49.558,39.911,49.558,119.782,33.901,21.295,93.688,0.497,1.592,0.628,0.795
AL3,4,AL,CA1,1295,50.097,76.863,50.097,76.863,307.848,80.567,20.465,56.334,0.172,3.937,0.254,0.431
AL3,4,AL,CA1,1123,43.87,46.483,43.87,46.483,244.635,52.507,27.232,14.639,0.236,1.928,0.519,0.597
AL3,4,AL,CA1,607,41.783,43.582,41.783,43.582,220.007,38.899,19.869,46.503,0.158,1.958,0.511,0.461
AL3,4,AL,CA1,994,39.058,46.509,39.058,46.509,251.563,53.015,23.872,78.231,0.197,2.221,0.45,0.497
AL3,4,AL,CA1,831,35.635,54.687,35.635,54.687,256.392,45.088,23.466,103.702,0.159,1.921,0.52,0.497
AL3,4,AL,CA1,765,59.059,28.619,59.059,28.619,224.593,53.378,18.248,10.693,0.191,2.925,0.342,0.498
AL3,4,AL,CA1,457,51.721,36.992,51.721,36.992,126.267,41.112,14.153,37.335,0.36,2.905,0.344,0.735
AL3,4,AL,CA1,657,47.881,30.979,47.881,30.979,195.765,36.056,23.2,155.912,0.215,1.554,0.643,0.619
AL3,4,AL,CA1,613,59.412,34.743,59.412,34.743,168.108,37.148,21.01,161.781,0.273,1.768,0.566,0.633
AL3,4,AL,CA1,653,28.341,32.437,28.341,32.437,229.664,41.106,20.227,27.527,0.156,2.032,0.492,0.566
AL3,4,AL,CA1,331,26.183,32.724,26.183,32.724,144.167,22.528,18.708,115.199,0.2,1.204,0.83,0.565
AL3,4,AL,CA1,1131,29.19,41.784,29.19,41.784,251.22,58.651,24.553,81.849,0.225,2.389,0.419,0.652
AL3,1,AL,CA3,1158,41.423,40.054,41.423,40.054,219.723,56.42,26.133,118.394,0.301,2.159,0.463,0.689
AL3,1,AL,CA3,622,57.812,40.121,57.812,40.121,117.539,41.6,19.037,121.266,0.566,2.185,0.458,0.86
AL3,1,AL,CA3,796,38.817,27.407,38.817,27.407,177.966,47.622,21.282,36.565,0.316,2.238,0.447,0.727
AL3,1,AL,CA3,1090,37.059,74.086,37.059,74.086,379.345,101.418,13.684,69.669,0.095,7.411,0.135,0.412
AL3,1,AL,CA3,1164,60.495,46.104,60.495,46.104,343.688,66.622,22.246,7.583,0.124,2.995,0.334,0.594
AL3,1,AL,CA3,829,67.505,47.507,67.505,47.507,229.907,47.337,22.298,78.541,0.197,2.123,0.471,0.472
AL3,1,AL,CA3,1144,66.912,42.245,66.912,42.245,380.073,48.539,30.009,83.221,0.1,1.617,0.618,0.47
AL3,1,AL,CA3,512,59.465,44.562,59.465,44.562,120.853,38.012,17.15,144.316,0.441,2.216,0.451,0.796
AL3,1,AL,CA3,590,38.22,52.298,38.22,52.298,96.569,32.812,22.894,142.258,0.795,1.433,0.698,0.915
AL3,1,AL,CA3,586,51.867,37.007,51.867,37.007,132.752,33.063,22.566,33.689,0.418,1.465,0.683,0.707
AL3,1,AL,CA3,621,80.033,40.663,80.033,40.663,235.321,37.836,20.898,138.152,0.141,1.811,0.552,0.454
AL3,1,AL,CA3,913,31.536,31.942,31.536,31.942,195.279,38.446,30.236,87.461,0.301,1.272,0.786,0.796
AL3,1,AL,CA3,370,27.8,19.027,27.8,19.027,104.711,28.473,16.545,169.814,0.424,1.721,0.581,0.752
AL3,1,AL,CA3,1012,69.017,40.038,69.017,40.038,206.108,58.306,22.099,6.063,0.299,2.638,0.379,0.684
AL3,1,AL,CA3,1115,64.836,33.416,64.836,33.416,229.765,48.985,28.982,127.702,0.265,1.69,0.592,0.62
AL3,2,AL,CA3,687,32.83,31.969,32.83,31.969,122.125,32.844,26.632,171.661,0.579,1.233,0.811,0.854
AL3,2,AL,CA3,631,36.936,35.001,36.936,35.001,126.953,37.779,21.266,3.928,0.492,1.776,0.563,0.794
AL3,2,AL,CA3,544,27.316,32.232,27.316,32.232,99.397,31.992,21.65,28.594,0.692,1.478,0.677,0.898
AL3,2,AL,CA3,462,31.907,30.929,31.907,30.929,87.397,27.186,21.637,27.105,0.76,1.256,0.796,0.905
AL3,2,AL,CA3,444,31.606,31.146,31.606,31.146,103.841,38.095,14.84,158.836,0.517,2.567,0.39,0.754
