Animal,Corte,Grupo,Region,D,D.max(r²),Lacunarity
AL4,4,AL,CA1,1.3431,1.4303,0.5784
AL4,4,AL,CA1,1.4606,1.2749,0.4665
AL4,4,AL,CA1,1.4062,1.5492,0.4022
AL4,4,AL,CA1,1.4632,1.5149,0.4555
AL4,4,AL,CA1,1.4505,1.5366,0.5074
AL4,4,AL,CA1,1.4772,1.5625,0.5688
AL4,4,AL,CA1,1.5209,1.6072,0.5623
AL4,4,AL,CA1,1.4282,1.6207,0.4389
AL4,1,AL,CA3,1.4559,1.5523,0.4784
AL4,1,AL,CA3,1.5279,1.5439,0.3875
AL4,1,AL,CA3,1.5285,1.5357,0.3542
AL4,1,AL,CA3,1.5129,1.6113,0.3599
AL4,1,AL,CA3,1.4365,1.4955,0.5894
AL4,1,AL,CA3,1.5369,1.6362,0.4767
AL4,1,AL,CA3,1.452,1.5451,0.4204
AL4,1,AL,CA3,1.5123,1.6718,0.3411
AL4,1,AL,CA3,1.5348,1.4731,0.3901
AL4,1,AL,CA3,1.4511,1.4814,0.4653
AL4,1,AL,CA3,1.4472,1.5665,0.5682
AL4,1,AL,CA3,1.4485,1.4066,0.5173
AL4,1,AL,CA3,1.3149,1.4728,0.5892
AL4,1,AL,CA3,1.4346,1.6036,0.5002
AL4,1,AL,CA3,1.4491,1.5505,0.4356
AL4,2,AL,CA3,1.407,1.4711,0.5223
AL4,2,AL,CA3,1.4534,1.5287,0.652
AL4,2,AL,CA3,1.4593,1.5893,0.5951
AL4,2,AL,CA3,1.4909,1.5698,0.6047
AL4,2,AL,CA3,1.438,1.4675,0.4902
AL4,2,AL,CA3,1.5168,1.6714,0.4501
AL4,2,AL,CA3,1.3688,1.2892,0.534
AL4,2,AL,CA3,1.4043,1.4212,0.5683
AL4,2,AL,CA3,1.2781,1.3999,0.5344
AL4,2,AL,CA3,1.4948,1.555,0.4761
AL4,2,AL,CA3,1.4669,1.5251,0.4125
AL4,2,AL,CA3,1.411,1.5895,0.4534
AL4,2,AL,CA3,1.3945,1.4743,0.5278
AL4,2,AL,CA3,1.4708,1.4867,0.4962
AL4,2,AL,CA3,1.3757,1.3119,0.5173
AL4,3,AL,CA3,1.3403,1.4521,0.5323
AL4,3,AL,CA3,1.5709,1.3102,0.4206
AL4,3,AL,CA3,1.5107,1.6168,0.3666
AL4,3,AL,CA3,1.4963,1.5774,0.4093
AL4,3,AL,CA3,1.4509,1.4065,0.4067
AL4,3,AL,CA3,1.4454,1.5696,0.5192
AL4,3,AL,CA3,1.537,1.6019,0.3747
AL4,3,AL,CA3,1.4856,1.4872,0.491
AL4,3,AL,CA3,1.4881,1.4758,0.4254
AL4,3,AL,CA3,1.3948,1.4423,0.5993
AL4,3,AL,CA3,1.5202,1.5882,0.4553
AL4,3,AL,CA3,1.3625,1.3882,0.6422
AL4,3,AL,CA3,1.4198,1.2774,0.4494
AL4,3,AL,CA3,1.3471,1.3998,0.5173
AL4,3,AL,CA3,1.5201,1.4895,0.3585
AL4,4,AL,CA3,1.5524,1.5416,0.3866
AL4,4,AL,CA3,1.5037,1.5026,0.3931
AL4,4,AL,CA3,1.4995,1.6575,0.4018
AL4,4,AL,CA3,1.3882,1.4868,0.5586
AL4,4,AL,CA3,1.4183,1.4755,0.5027
AL4,4,AL,CA3,1.4187,1.5495,0.5409
AL4,4,AL,CA3,1.4726,1.5677,0.5078
AL4,4,AL,CA3,1.3936,1.5108,0.5025
AL4,4,AL,CA3,1.4097,1.3639,0.4369
AL4,4,AL,CA3,1.3399,1.4502,0.6114
AL4,4,AL,CA3,1.4229,1.4659,0.4882
AL4,4,AL,CA3,1.4298,1.5567,0.5261
AL4,4,AL,CA3,1.4722,1.4405,0.4388
AL4,4,AL,CA3,1.2683,1.2934,0.515
AL4,4,AL,CA3,1.4517,1.385,0.4509
AL4,1,AL,GD,1.5978,1.6971,0.3548
AL4,1,AL,GD,1.4955,1.5748,0.4226
AL4,1,AL,GD,1.4538,1.5434,0.5382
AL4,1,AL,GD,1.5325,1.5427,0.4547
AL4,1,AL,GD,1.3644,1.456,0.5264
AL4,1,AL,GD,1.3856,1.5077,0.5875
AL4,1,AL,GD,1.3801,1.4801,0.5492
AL4,1,AL,GD,1.4603,1.5295,0.4645
AL4,1,AL,GD,1.409,1.3552,0.6915
AL4,1,AL,GD,1.4376,1.2683,0.5159
AL4,1,AL,GD,1.4314,1.3596,0.5787
AL4,1,AL,GD,1.4165,1.5092,0.5882
AL4,1,AL,GD,1.4636,1.603,0.4805
AL4,1,AL,GD,1.3697,1.4951,0.6239
AL4,1,AL,GD,1.3867,1.4709,0.5068
AL4,2,AL,GD,1.5278,1.5466,0.4869
AL4,2,AL,GD,1.4702,1.4983,0.4389
AL4,2,AL,GD,1.4424,1.5014,0.5405
AL4,2,AL,GD,1.4987,1.5861,0.4985
AL4,2,AL,GD,1.4166,1.4815,0.5225
AL4,2,AL,GD,1.4061,1.4472,0.5748
AL4,2,AL,GD,1.6211,1.6511,0.3325
AL4,2,AL,GD,1.452,1.4179,0.4813
AL4,2,AL,GD,1.3743,1.5937,0.5106
AL4,2,AL,GD,1.3875,1.4148,0.5909
AL4,2,AL,GD,1.3748,1.4197,0.5114
AL4,2,AL,GD,1.4955,1.5282,0.5721
AL4,2,AL,GD,1.3951,1.4325,0.4415
AL4,2,AL,GD,1.5326,1.6424,0.5107
AL4,2,AL,GD,1.3976,1.5023,0.5524
AL4,3,AL,GD,1.474,1.5819,0.4694
AL4,3,AL,GD,1.4654,1.4315,0.4525
AL4,3,AL,GD,1.3932,1.4756,0.4751
AL4,3,AL,GD,1.447,1.5078,0.5205
AL4,3,AL,GD,1.4262,1.4622,0.5071
AL4,3,AL,GD,1.2837,1.3446,0.634
AL4,3,AL,GD,1.4007,1.252,0.4999
AL4,3,AL,GD,1.3826,1.3421,0.6486
AL4,3,AL,GD,1.4236,1.4835,0.4823
AL4,3,AL,GD,1.4263,1.4363,0.4769
AL4,3,AL,GD,1.367,1.3237,0.5242
AL4,3,AL,GD,1.4549,1.581,0.474
AL4,3,AL,GD,1.4694,1.4553,0.5993
AL4,3,AL,GD,1.4379,1.476,0.5456
AL4,3,AL,GD,1.3912,1.5334,0.5189
AL4,4,AL,GD,1.4178,1.4931,0.4452
AL4,4,AL,GD,1.3935,1.4493,0.5716
AL4,4,AL,GD,1.4691,1.5528,0.4465
AL4,4,AL,GD,1.3859,1.5041,0.5628
AL4,4,AL,GD,1.4048,1.4172,0.615
AL4,4,AL,GD,1.4366,1.4075,0.5302
AL4,4,AL,GD,1.4468,1.5926,0.5034
AL4,4,AL,GD,1.5173,1.4146,0.3952
AL4,4,AL,GD,1.4491,1.6006,0.4117
AL4,4,AL,GD,1.4612,1.675,0.5032
AL4,4,AL,GD,1.4383,1.4156,0.4386
AL4,4,AL,GD,1.3986,1.5123,0.5162
AL4,4,AL,GD,1.4696,1.5522,0.6393
AL4,4,AL,GD,1.4649,1.5677,0.5696
AL4,4,AL,GD,1.5093,1.5568,0.5226
